,state_in,input_in,state_pred,state_out,timestamp,dt
600,"[11.2012, -0.787256, 0.445301, 0.443743, -0.483586, -0.193797, 0.729164, -6.913, -14.3028, 2.21451, 1.7763, 3.20033, -0.0478895]","[0.8027035294117647, 0.8033352941176471, 0.7992764705882353, 0.798795294117647]","[10.7305, -1.63152, 0.589077, 0.486451, -0.5244, -0.112439, 0.68973, -8.71281, -13.7797, 2.55238, 1.83535, 3.03852, -0.0403176]","[10.732, -1.62149, 0.589732, 0.486451, -0.5244, -0.112439, 0.68973, -8.66247, -13.4477, 2.57426, 1.83535, 3.03852, -0.0403176]",36.06,0.060000000000002274
601,"[10.732, -1.62149, 0.589732, 0.486451, -0.5244, -0.112439, 0.68973, -8.66247, -13.4477, 2.57426, 1.83535, 3.03852, -0.0403176]","[0.7588623529411764, 0.7579447058823529, 0.7529658823529413, 0.7536905882352941]","[10.1633, -2.40315, 0.75119, 0.523541, -0.552026, -0.033535, 0.648111, -10.2235, -12.5731, 2.7833, 1.8811, 2.58385, -0.0391688]","[10.1654, -2.39257, 0.751866, 0.523541, -0.552026, -0.033535, 0.648111, -10.1505, -12.2238, 2.80512, 1.8811, 2.58385, -0.0391688]",36.12,0.05999999999999517
602,"[10.1654, -2.39257, 0.751866, 0.523541, -0.552026, -0.033535, 0.648111, -10.1505, -12.2238, 2.80512, 1.8811, 2.58385, -0.0391688]","[0.7088458823529412, 0.7067435294117647, 0.7013141176470589, 0.7032929411764706]","[9.51607, -3.09326, 0.923464, 0.556895, -0.562441, 0.0384872, 0.609956, -11.4224, -11.1233, 2.89709, 1.99772, 1.94269, -0.0430287]","[9.51914, -3.08239, 0.924051, 0.556895, -0.562441, 0.0384872, 0.609956, -11.3154, -10.7667, 2.91581, 1.99772, 1.94269, -0.0430287]",36.18,0.060000000000002274
603,"[9.51914, -3.08239, 0.924051, 0.556895, -0.562441, 0.0384872, 0.609956, -11.3154, -10.7667, 2.91581, 1.99772, 1.94269, -0.0430287]","[0.6537105882352942, 0.6510976470588234, 0.6458352941176471, 0.6486]","[8.80912, -3.69196, 1.09965, 0.590037, -0.553835, 0.101901, 0.578567, -12.2867, -9.56353, 2.92867, 2.19805, 1.24615, -0.0497597]","[8.8134, -3.68122, 1.10016, 0.590037, -0.553835, 0.101901, 0.578567, -12.14, -9.21381, 2.94539, 2.19805, 1.24615, -0.0497597]",36.24,0.060000000000002274
604,"[8.8134, -3.68122, 1.10016, 0.590037, -0.553835, 0.101901, 0.578567, -12.14, -9.21381, 2.94539, 2.19805, 1.24615, -0.0497597]","[0.5946435294117647, 0.592104705882353, 0.5875529411764706, 0.5905141176470589]","[8.06276, -4.19715, 1.27626, 0.625736, -0.526248, 0.156815, 0.554009, -12.8243, -8.00949, 2.92282, 2.45513, 0.601675, -0.0582318]","[8.06825, -4.18695, 1.2768, 0.625736, -0.526248, 0.156815, 0.554009, -12.6381, -7.6794, 2.94134, 2.45513, 0.601675, -0.0582318]",36.3,0.05999999999999517
605,"[8.06825, -4.18695, 1.2768, 0.625736, -0.526248, 0.156815, 0.554009, -12.6381, -7.6794, 2.94134, 2.45513, 0.601675, -0.0582318]","[0.532944705882353, 0.5308729411764705, 0.5273176470588234, 0.5299894117647058]","[7.29582, -4.6128, 1.45243, 0.664763, -0.480974, 0.204256, 0.533886, -13.0615, -6.55118, 2.91466, 2.72786, 0.0762319, -0.0683611]","[7.30242, -4.60344, 1.45313, 0.664763, -0.480974, 0.204256, 0.533886, -12.8398, -6.24949, 2.93889, 2.72786, 0.0762319, -0.0683611]",36.36,0.060000000000002274
606,"[7.30242, -4.60344, 1.45313, 0.664763, -0.480974, 0.204256, 0.533886, -12.8398, -6.24949, 2.93889, 2.72786, 0.0762319, -0.0683611]","[0.47034117647058826, 0.46892117647058823, 0.46639176470588234, 0.4684741176470588]","[6.52501, -4.94728, 1.62879, 0.705692, -0.420475, 0.245515, 0.514707, -13.0358, -5.25283, 2.91834, 2.96445, -0.291198, -0.0800207]","[6.53255, -4.93893, 1.62973, 0.705692, -0.420475, 0.245515, 0.514707, -12.7838, -4.98479, 2.95058, 2.96445, -0.291198, -0.0800207]",36.42,0.060000000000002274
607,"[6.53255, -4.93893, 1.62973, 0.705692, -0.420475, 0.245515, 0.514707, -12.7838, -4.98479, 2.95058, 2.96445, -0.291198, -0.0800207]","[0.40880823529411764, 0.4081011764705882, 0.4065141176470588, 0.4078188235294118]","[5.76442, -5.2118, 1.80608, 0.745342, -0.348856, 0.281755, 0.493334, -12.7928, -4.1534, 2.92643, 3.0964, -0.48292, -0.0919077]","[5.77275, -5.20455, 1.80727, 0.745342, -0.348856, 0.281755, 0.493334, -12.5161, -3.92189, 2.96663, 3.0964, -0.48292, -0.0919077]",36.48,0.05999999999999517
608,"[5.77275, -5.20455, 1.80727, 0.745342, -0.348856, 0.281755, 0.493334, -12.5161, -3.92189, 2.96663, 3.0964, -0.48292, -0.0919077]","[0.35073647058823526, 0.3506882352941177, 0.3499905882352941, 0.3504141176470588]","[5.0252, -5.41904, 1.98392, 0.779887, -0.272112, 0.313753, 0.468284, -12.3851, -3.26726, 2.91661, 3.05755, -0.511982, -0.101556]","[5.03413, -5.41294, 1.9853, 0.779887, -0.272112, 0.313753, 0.468284, -12.0899, -3.0734, 2.96238, 3.05755, -0.511982, -0.101556]",36.54,0.060000000000002274
609,"[5.03413, -5.41294, 1.9853, 0.779887, -0.272112, 0.313753, 0.468284, -12.0899, -3.0734, 2.96238, 3.05755, -0.511982, -0.101556]","[0.2975494117647059, 0.2979705882352941, 0.29815294117647057, 0.2977388235294118]","[4.31515, -5.58169, 2.1603, 0.806399, -0.197477, 0.341669, 0.440439, -11.8685, -2.58525, 2.86305, 2.80545, -0.427123, -0.107121]","[4.32446, -5.57672, 2.16175, 0.806399, -0.197477, 0.341669, 0.440439, -11.5618, -2.42807, 2.91052, 2.80545, -0.427123, -0.107121]",36.6,0.060000000000002274
610,"[4.32446, -5.57672, 2.16175, 0.806399, -0.197477, 0.341669, 0.440439, -11.5618, -2.42807, 2.91052, 2.80545, -0.427123, -0.107121]","[0.25060117647058827, 0.25118, 0.25206235294117646, 0.25103764705882353]","[3.63873, -5.71115, 2.33172, 0.824067, -0.132885, 0.363932, 0.41329, -11.2963, -2.07907, 2.7473, 2.264, -0.331941, -0.106048]","[3.6482, -5.70722, 2.33313, 0.824067, -0.132885, 0.363932, 0.41329, -10.9861, -1.95499, 2.79278, 2.264, -0.331941, -0.106048]",36.66,0.05999999999999517
611,"[3.6482, -5.70722, 2.33313, 0.824067, -0.132885, 0.363932, 0.41329, -10.9861, -1.95499, 2.79278, 2.264, -0.331941, -0.106048]","[0.21033764705882355, 0.2105094117647059, 0.21259882352941178, 0.21137411764705882]","[2.99736, -5.81661, 2.49401, 0.834654, -0.0854743, 0.377568, 0.391776, -10.7144, -1.70939, 2.56393, 1.46498, -0.297512, -0.0923957]","[3.00672, -5.81353, 2.49531, 0.834654, -0.0854743, 0.377568, 0.391776, -10.4088, -1.61227, 2.60567, 1.46498, -0.297512, -0.0923957]",36.72,0.060000000000002274
612,"[3.00672, -5.81353, 2.49531, 0.834654, -0.0854743, 0.377568, 0.391776, -10.4088, -1.61227, 2.60567, 1.46498, -0.297512, -0.0923957]","[0.17580470588235295, 0.17536705882352943, 0.17993764705882354, 0.1788529411764706]","[2.39004, -5.90458, 2.64321, 0.841169, -0.0574178, 0.38154, 0.378899, -10.1556, -1.43422, 2.32134, 0.689397, -0.303382, -0.0603846]","[2.39908, -5.90214, 2.6444, 0.841169, -0.0574178, 0.38154, 0.378899, -9.86134, -1.35677, 2.36002, 0.689397, -0.303382, -0.0603846]",36.78,0.060000000000002274
613,"[2.39908, -5.90214, 2.6444, 0.841169, -0.0574178, 0.38154, 0.378899, -9.86134, -1.35677, 2.36002, 0.689397, -0.303382, -0.0603846]","[0.14745999999999998, 0.1468035294117647, 0.1546105882352941, 0.15376941176470588]","[1.81443, -5.97918, 2.77627, 0.84565, -0.0440796, 0.378438, 0.373788, -9.63521, -1.21832, 2.03546, 0.206487, -0.300754, -0.0083337]","[1.82303, -5.97717, 2.77741, 0.84565, -0.0440796, 0.378438, 0.373788, -9.35609, -1.15426, 2.07299, 0.206487, -0.300754, -0.0083337]",36.84,0.060000000000002274
614,"[1.82303, -5.97717, 2.77741, 0.84565, -0.0440796, 0.378438, 0.373788, -9.35609, -1.15426, 2.07299, 0.206487, -0.300754, -0.0083337]","[0.12592941176470587, 0.12547882352941175, 0.1364929411764706, 0.13590235294117647]","[1.26793, -6.04279, 2.89121, 0.84866, -0.0376453, 0.372672, 0.373464, -9.15392, -1.03777, 1.72279, 0.0551316, -0.26331, 0.062099]","[1.27603, -6.04108, 2.89236, 0.84866, -0.0376453, 0.372672, 0.373464, -8.89085, -0.983084, 1.76087, 0.0551316, -0.26331, 0.062099]",36.9,0.05999999999999517
615,"[1.27603, -6.04108, 2.89236, 0.84866, -0.0376453, 0.372672, 0.373464, -8.89085, -0.983084, 1.76087, 0.0551316, -0.26331, 0.062099]","[0.11166564705882352, 0.1116635294117647, 0.12540235294117646, 0.12503411764705882]","[0.74836, -6.09683, 2.98699, 0.85015, -0.0317778, 0.367785, 0.375459, -8.70302, -0.878238, 1.398, 0.103768, -0.207967, 0.147177]","[0.755994, -6.09535, 2.98819, 0.85015, -0.0317778, 0.367785, 0.375459, -8.45504, -0.830884, 1.43764, 0.103768, -0.207967, 0.147177]",36.96,0.060000000000002274
616,"[0.755994, -6.09535, 2.98819, 0.85015, -0.0317778, 0.367785, 0.375459, -8.45504, -0.830884, 1.43764, 0.103768, -0.207967, 0.147177]","[0.10480364705882353, 0.10510411764705882, 0.12091647058823529, 0.12075999999999999]","[0.254336, -6.14214, 3.06335, 0.850079, -0.0237166, 0.36499, 0.378927, -8.26965, -0.731074, 1.07428, 0.18663, -0.163554, 0.241943]","[0.261549, -6.14086, 3.06461, 0.850079, -0.0237166, 0.36499, 0.378927, -8.03527, -0.690105, 1.11599, 0.18663, -0.163554, 0.241943]",37.02,0.060000000000002274
617,"[0.261549, -6.14086, 3.06461, 0.850079, -0.0237166, 0.36499, 0.378927, -8.03527, -0.690105, 1.11599, 0.18663, -0.163554, 0.241943]","[0.10523611764705883, 0.10548376470588235, 0.12268823529411765, 0.12266352941176471]","[-0.214702, -6.17923, 3.12075, 0.848553, -0.013881, 0.363333, 0.384389, -7.84093, -0.590411, 0.763714, 0.192004, -0.152387, 0.341318]","[-0.207874, -6.17813, 3.12208, 0.848553, -0.013881, 0.363333, 0.384389, -7.61907, -0.555305, 0.80759, 0.192004, -0.152387, 0.341318]",37.08,0.05999999999999517
618,"[-0.207874, -6.17813, 3.12208, 0.848553, -0.013881, 0.363333, 0.384389, -7.61907, -0.555305, 0.80759, 0.192004, -0.152387, 0.341318]","[0.11234317647058824, 0.1122, 0.13011176470588234, 0.13009647058823529]","[-0.658644, -6.20832, 3.16032, 0.84588, -0.00424114, 0.360639, 0.39295, -7.40687, -0.451645, 0.477053, 0.08692, -0.187276, 0.440505]","[-0.65219, -6.20739, 3.16171, 0.84588, -0.00424114, 0.360639, 0.39295, -7.1973, -0.421976, 0.522916, 0.08692, -0.187276, 0.440505]",37.14,0.060000000000002274
619,"[-0.65219, -6.20739, 3.16171, 0.84588, -0.00424114, 0.360639, 0.39295, -7.1973, -0.421976, 0.522916, 0.08692, -0.187276, 0.440505]","[0.12494941176470589, 0.12428588235294118, 0.14214235294117647, 0.14204470588235293]","[-1.07697, -6.22935, 3.1838, 0.84252, 0.00333246, 0.354534, 0.405529, -6.96205, -0.310708, 0.223969, -0.099876, -0.269839, 0.534905]","[-1.0709, -6.22858, 3.18524, 0.84252, 0.00333246, 0.354534, 0.405529, -6.76527, -0.286099, 0.271413, -0.099876, -0.269839, 0.534905]",37.2,0.060000000000002274
620,"[-1.0709, -6.22858, 3.18524, 0.84252, 0.00333246, 0.354534, 0.405529, -6.76527, -0.286099, 0.271413, -0.099876, -0.269839, 0.534905]","[0.1417635294117647, 0.14070000000000002, 0.15762470588235294, 0.15739411764705882]","[-1.46902, -6.24208, 3.19344, 0.838894, 0.00802313, 0.343204, 0.422378, -6.50621, -0.164143, 0.0134224, -0.313117, -0.391024, 0.620148]","[-1.46337, -6.24146, 3.19491, 0.838894, 0.00802313, 0.343204, 0.422378, -6.32316, -0.144373, 0.0618295, -0.313117, -0.391024, 0.620148]",37.26,0.05999999999999517
621,"[-1.46337, -6.24146, 3.19491, 0.838894, 0.00802313, 0.343204, 0.422378, -6.32316, -0.144373, 0.0618295, -0.313117, -0.391024, 0.620148]","[0.16151411764705884, 0.16028352941176469, 0.17537529411764707, 0.1749741176470588]","[-1.83433, -6.24608, 3.19199, 0.835199, 0.0102611, 0.325775, 0.442954, -6.04453, -0.0101941, -0.147015, -0.497135, -0.535292, 0.691994]","[-1.82912, -6.2456, 3.19347, 0.835199, 0.0102611, 0.325775, 0.442954, -5.8761, 0.0047149, -0.0985286, -0.497135, -0.535292, 0.691994]",37.32,0.060000000000002274
622,"[-1.82912, -6.2456, 3.19347, 0.835199, 0.0102611, 0.325775, 0.442954, -5.8761, 0.0047149, -0.0985286, -0.497135, -0.535292, 0.691994]","[0.18256823529411764, 0.18138352941176472, 0.1937494117647059, 0.19316470588235293]","[-2.17288, -6.24094, 3.18259, 0.831342, 0.0113342, 0.302476, 0.466102, -5.58638, 0.149897, -0.252263, -0.615347, -0.677841, 0.746259]","[-2.16812, -6.24061, 3.18405, 0.831342, 0.0113342, 0.302476, 0.466102, -5.43307, 0.159708, -0.204873, -0.615347, -0.677841, 0.746259]",37.38,0.060000000000002274
623,"[-2.16812, -6.24061, 3.18405, 0.831342, 0.0113342, 0.302476, 0.466102, -5.43307, 0.159708, -0.204873, -0.615347, -0.677841, 0.746259]","[0.20343176470588237, 0.2024564705882353, 0.21128823529411764, 0.21048470588235293]","[-2.48526, -6.22643, 3.1685, 0.827074, 0.012878, 0.274441, 0.490373, -5.14393, 0.310736, -0.302604, -0.651391, -0.804844, 0.7796]","[-2.48096, -6.22627, 3.16989, 0.827074, 0.012878, 0.274441, 0.490373, -5.00558, 0.315183, -0.257678, -0.651391, -0.804844, 0.7796]",37.44,0.05999999999999517
624,"[-2.48096, -6.22627, 3.16989, 0.827074, 0.012878, 0.274441, 0.490373, -5.00558, 0.315183, -0.257678, -0.651391, -0.804844, 0.7796]","[0.2215835294117647, 0.2208235294117647, 0.22562, 0.22466588235294116]","[-2.77277, -6.2028, 3.15277, 0.822206, 0.0165892, 0.243245, 0.514329, -4.72868, 0.463306, -0.304233, -0.60452, -0.91457, 0.790717]","[-2.76891, -6.20281, 3.15405, 0.822206, 0.0165892, 0.243245, 0.514329, -4.60444, 0.462321, -0.263067, -0.60452, -0.91457, 0.790717]",37.5,0.060000000000002274
625,"[-2.76891, -6.20281, 3.15405, 0.822206, 0.0165892, 0.243245, 0.514329, -4.60444, 0.462321, -0.263067, -0.60452, -0.91457, 0.790717]","[0.2356858823529412, 0.2350364705882353, 0.23579529411764705, 0.23482]","[-3.03725, -6.17087, 3.13793, 0.816562, 0.0238785, 0.211117, 0.536737, -4.34818, 0.596756, -0.268124, -0.473012, -0.97285, 0.780394]","[-3.03379, -6.17103, 3.13906, 0.816562, 0.0238785, 0.211117, 0.536737, -4.23661, 0.590631, -0.231677, -0.473012, -0.97285, 0.780394]",37.56,0.060000000000002274
626,"[-3.03379, -6.17103, 3.13906, 0.816562, 0.0238785, 0.211117, 0.536737, -4.23661, 0.590631, -0.231677, -0.473012, -0.97285, 0.780394]","[0.2448329411764706, 0.24443882352941174, 0.2414764705882353, 0.24046352941176471]","[-3.28078, -6.13208, 3.12573, 0.809879, 0.0350786, 0.181293, 0.556776, -4.00426, 0.701336, -0.209727, -0.282676, -0.929243, 0.750955]","[-3.27766, -6.13238, 3.12671, 0.809879, 0.0350786, 0.181293, 0.556776, -3.90362, 0.690805, -0.178409, -0.282676, -0.929243, 0.750955]",37.62,0.05999999999999517
627,"[-3.27766, -6.13238, 3.12671, 0.809879, 0.0350786, 0.181293, 0.556776, -3.90362, 0.690805, -0.178409, -0.282676, -0.929243, 0.750955]","[0.24833647058823533, 0.2484035294117647, 0.24227176470588235, 0.2411164705882353]","[-3.50538, -6.08831, 3.11691, 0.802011, 0.0493182, 0.157085, 0.57417, -3.69357, 0.771952, -0.149051, -0.0693501, -0.786996, 0.706081]","[-3.50255, -6.08872, 3.11774, 0.802011, 0.0493182, 0.157085, 0.57417, -3.60213, 0.758106, -0.122605, -0.0693501, -0.786996, 0.706081]",37.68,0.060000000000002274
628,"[-3.50255, -6.08872, 3.11774, 0.802011, 0.0493182, 0.157085, 0.57417, -3.60213, 0.758106, -0.122605, -0.0693501, -0.786996, 0.706081]","[0.24517411764705882, 0.24561999999999998, 0.23705529411764706, 0.23589764705882352]","[-3.71274, -6.04152, 3.11094, 0.793149, 0.0658804, 0.140352, 0.588961, -3.4097, 0.809613, -0.107934, 0.15582, -0.622138, 0.650313]","[-3.71015, -6.042, 3.11164, 0.793149, 0.0658804, 0.140352, 0.588961, -3.32596, 0.793635, -0.0854227, 0.15582, -0.622138, 0.650313]",37.74,0.060000000000002274
629,"[-3.71015, -6.042, 3.11164, 0.793149, 0.0658804, 0.140352, 0.588961, -3.32596, 0.793635, -0.0854227, 0.15582, -0.622138, 0.650313]","[0.23529764705882356, 0.2357211764705882, 0.22552235294117648, 0.22475882352941176]","[-3.90416, -5.99349, 3.10613, 0.783708, 0.0851033, 0.130829, 0.601201, -3.14525, 0.819116, -0.104568, 0.379922, -0.511247, 0.588125]","[-3.90177, -5.99401, 3.10675, 0.783708, 0.0851033, 0.130829, 0.601201, -3.06804, 0.802006, -0.0844995, 0.379922, -0.511247, 0.588125]",37.8,0.05999999999999517
630,"[-3.90177, -5.99401, 3.10675, 0.783708, 0.0851033, 0.130829, 0.601201, -3.06804, 0.802006, -0.0844995, 0.379922, -0.511247, 0.588125]","[0.22032588235294118, 0.22037764705882354, 0.2093364705882353, 0.20916]","[-4.08054, -5.94567, 3.09987, 0.774008, 0.107915, 0.12711, 0.610826, -2.89437, 0.805661, -0.15219, 0.599828, -0.466894, 0.523302]","[-4.07833, -5.94621, 3.10046, 0.774008, 0.107915, 0.12711, 0.610826, -2.82278, 0.788125, -0.132745, 0.599828, -0.466894, 0.523302]",37.86,0.060000000000002274
631,"[-4.07833, -5.94621, 3.10046, 0.774008, 0.107915, 0.12711, 0.610826, -2.82278, 0.788125, -0.132745, 0.599828, -0.466894, 0.523302]","[0.20119647058823528, 0.2008729411764706, 0.18965294117647058, 0.18993529411764706]","[-4.24252, -5.89928, 3.08894, 0.764048, 0.135001, 0.128246, 0.617704, -2.6535, 0.773803, -0.25912, 0.822317, -0.447945, 0.458804]","[-4.24046, -5.89981, 3.08956, 0.764048, 0.135001, 0.128246, 0.617704, -2.58683, 0.756282, -0.238339, 0.822317, -0.447945, 0.458804]",37.92,0.060000000000002274
632,"[-4.24046, -5.89981, 3.08956, 0.764048, 0.135001, 0.128246, 0.617704, -2.58683, 0.756282, -0.238339, 0.822317, -0.447945, 0.458804]","[0.17941882352941177, 0.17896117647058823, 0.16803529411764706, 0.16851529411764707]","[-4.3906, -5.85523, 3.06977, 0.753417, 0.166286, 0.134576, 0.621773, -2.42086, 0.728185, -0.428746, 1.05571, -0.397852, 0.396951]","[-4.38868, -5.85576, 3.07048, 0.753417, 0.166286, 0.134576, 0.621773, -2.35841, 0.710925, -0.404713, 1.05571, -0.397852, 0.396951]",37.98,0.05999999999999517
633,"[-4.38868, -5.85576, 3.07048, 0.753417, 0.166286, 0.134576, 0.621773, -2.35841, 0.710925, -0.404713, 1.05571, -0.397852, 0.396951]","[0.1566223529411765, 0.15631176470588237, 0.14598, 0.14642]","[-4.5252, -5.8142, 3.03873, 0.741327, 0.200826, 0.147538, 0.623165, -2.19545, 0.674158, -0.659639, 1.29946, -0.275425, 0.339721]","[-4.52339, -5.81471, 3.03959, 0.741327, 0.200826, 0.147538, 0.623165, -2.13653, 0.657294, -0.630669, 1.29946, -0.275425, 0.339721]",38.04,0.060000000000002274
634,"[-4.52339, -5.81471, 3.03959, 0.741327, 0.200826, 0.147538, 0.623165, -2.13653, 0.657294, -0.630669, 1.29946, -0.275425, 0.339721]","[0.1346058823529412, 0.13463411764705882, 0.12506470588235294, 0.12532588235294118]","[-4.64668, -5.77649, 2.99243, 0.726816, 0.236983, 0.16858, 0.62222, -1.97594, 0.617305, -0.945383, 1.52947, -0.0828305, 0.288802]","[-4.64495, -5.77699, 2.99346, 0.726816, 0.236983, 0.16858, 0.62222, -1.91987, 0.600948, -0.910198, 1.52947, -0.0828305, 0.288802]",38.1,0.060000000000002274
635,"[-4.64495, -5.77699, 2.99346, 0.726816, 0.236983, 0.16858, 0.62222, -1.91987, 0.600948, -0.910198, 1.52947, -0.0828305, 0.288802]","[0.1154244705882353, 0.11578176470588236, 0.10708588235294117, 0.1071630588235294]","[-4.75526, -5.74213, 2.92795, 0.70915, 0.272732, 0.197744, 0.619371, -1.75932, 0.562127, -1.27488, 1.69846, 0.136817, 0.24509]","[-4.75361, -5.74262, 2.9292, 0.70915, 0.272732, 0.197744, 0.619371, -1.70553, 0.546454, -1.23273, 1.69846, 0.136817, 0.24509]",38.16,0.05999999999999517
636,"[-4.75361, -5.74262, 2.9292, 0.70915, 0.272732, 0.197744, 0.619371, -1.70553, 0.546454, -1.23273, 1.69846, 0.136817, 0.24509]","[0.10121047058823529, 0.10173258823529412, 0.09396176470588236, 0.09392164705882353]","[-4.85091, -5.71093, 2.84316, 0.688347, 0.305837, 0.232932, 0.61513, -1.53925, 0.511104, -1.63365, 1.74771, 0.33136, 0.208261]","[-4.84932, -5.71138, 2.84463, 0.688347, 0.305837, 0.232932, 0.61513, -1.48755, 0.496391, -1.58434, 1.74771, 0.33136, 0.208261]",38.22,0.060000000000002274
637,"[-4.84932, -5.71138, 2.84463, 0.688347, 0.305837, 0.232932, 0.61513, -1.48755, 0.496391, -1.58434, 1.74771, 0.33136, 0.208261]","[0.09402917647058823, 0.09446623529411764, 0.08764470588235294, 0.08749929411764705]","[-4.9331, -5.68258, 2.73679, 0.665655, 0.333935, 0.270089, 0.610281, -1.30445, 0.464953, -2.00575, 1.62113, 0.458526, 0.177148]","[-4.93158, -5.683, 2.73847, 0.665655, 0.333935, 0.270089, 0.610281, -1.25522, 0.451524, -1.94949, 1.62113, 0.458526, 0.177148]",38.28,0.060000000000002274
638,"[-4.93158, -5.683, 2.73847, 0.665655, 0.333935, 0.270089, 0.610281, -1.25522, 0.451524, -1.94949, 1.62113, 0.458526, 0.177148]","[0.09582717647058824, 0.09577964705882354, 0.09004482352941176, 0.08971658823529412]","[-5.00048, -5.65677, 2.60851, 0.643675, 0.354776, 0.304039, 0.606116, -1.03828, 0.423758, -2.3755, 1.29013, 0.497006, 0.15039]","[-4.99907, -5.65714, 2.61039, 0.643675, 0.354776, 0.304039, 0.606116, -0.992674, 0.411866, -2.31267, 1.29013, 0.497006, 0.15039]",38.34,0.060000000000002274
639,"[-4.99907, -5.65714, 2.61039, 0.643675, 0.354776, 0.304039, 0.606116, -0.992674, 0.411866, -2.31267, 1.29013, 0.497006, 0.15039]","[0.1080055294117647, 0.10707364705882352, 0.10265235294117647, 0.10203035294117646]","[-5.05063, -5.63318, 2.45889, 0.625752, 0.366704, 0.329814, 0.604306, -0.720394, 0.387957, -2.72761, 0.783124, 0.450407, 0.126794]","[-5.04937, -5.6335, 2.46097, 0.625752, 0.366704, 0.329814, 0.604306, -0.680236, 0.37766, -2.6585, 0.783124, 0.450407, 0.126794]",38.4,0.05999999999999517
640,"[-5.04937, -5.6335, 2.46097, 0.625752, 0.366704, 0.329814, 0.604306, -0.680236, 0.37766, -2.6585, 0.783124, 0.450407, 0.126794]","[0.1311129411764706, 0.12925764705882353, 0.12617882352941176, 0.1252764705882353]","[-5.07994, -5.61146, 2.28948, 0.614599, 0.369201, 0.344152, 0.606233, -0.330498, 0.358419, -3.04529, 0.197694, 0.348771, 0.105753]","[-5.0789, -5.61173, 2.29175, 0.614599, 0.369201, 0.344152, 0.606233, -0.298066, 0.349542, -2.9701, 0.197694, 0.348771, 0.105753]",38.46,0.060000000000002274
641,"[-5.0789, -5.61173, 2.29175, 0.614599, 0.369201, 0.344152, 0.606233, -0.298066, 0.349542, -2.9701, 0.197694, 0.348771, 0.105753]","[0.16454823529411766, 0.1622529411764706, 0.16018470588235292, 0.15919058823529414]","[-5.08371, -5.59121, 2.10294, 0.610834, 0.363189, 0.346723, 0.612175, 0.146527, 0.335735, -3.30811, -0.319983, 0.243587, 0.0875687]","[-5.08297, -5.59145, 2.10538, 0.610834, 0.363189, 0.346723, 0.612175, 0.168769, 0.327953, -3.22723, -0.319983, 0.243587, 0.0875687]",38.52,0.060000000000002274
642,"[-5.08297, -5.59145, 2.10538, 0.610834, 0.363189, 0.346723, 0.612175, 0.168769, 0.327953, -3.22723, -0.319983, 0.243587, 0.0875687]","[0.20641647058823528, 0.20448117647058822, 0.2029141176470588, 0.20206470588235292]","[-5.05664, -5.57205, 1.90324, 0.612558, 0.350897, 0.340429, 0.621089, 0.716492, 0.319924, -3.49299, -0.642021, 0.185953, 0.0730764]","[-5.05628, -5.57227, 1.90583, 0.612558, 0.350897, 0.340429, 0.621089, 0.726038, 0.312893, -3.4074, -0.642021, 0.185953, 0.0730764]",38.58,0.05999999999999517
643,"[-5.05628, -5.57227, 1.90583, 0.612558, 0.350897, 0.340429, 0.621089, 0.726038, 0.312893, -3.4074, -0.642021, 0.185953, 0.0730764]","[0.25383999999999995, 0.2528894117647059, 0.2514752941176471, 0.25090117647058824]","[-4.99339, -5.55357, 1.69563, 0.616244, 0.335252, 0.33071, 0.631253, 1.37521, 0.311772, -3.58013, -0.703834, 0.219041, 0.0626558]","[-4.99348, -5.55377, 1.69832, 0.616244, 0.335252, 0.33071, 0.631253, 1.36957, 0.305226, -3.4917, -0.703834, 0.219041, 0.0626558]",38.64,0.060000000000002274
644,"[-4.99348, -5.55377, 1.69832, 0.616244, 0.335252, 0.33071, 0.631253, 1.36957, 0.305226, -3.4917, -0.703834, 0.219041, 0.0626558]","[0.30341411764705883, 0.30374117647058824, 0.3023458823529412, 0.3019705882352941]","[-4.88905, -5.53521, 1.48621, 0.618345, 0.319024, 0.323721, 0.641153, 2.11394, 0.315929, -3.56003, -0.539721, 0.34136, 0.0561966]","[-4.88966, -5.53541, 1.48892, 0.618345, 0.319024, 0.323721, 0.641153, 2.09067, 0.309654, -3.47151, -0.539721, 0.34136, 0.0561966]",38.7,0.060000000000002274
645,"[-4.88966, -5.53541, 1.48892, 0.618345, 0.319024, 0.323721, 0.641153, 2.09067, 0.309654, -3.47151, -0.539721, 0.34136, 0.0561966]","[0.35309411764705884, 0.35440352941176473, 0.3531705882352941, 0.35290823529411763]","[-4.73922, -5.51596, 1.28119, 0.616849, 0.304063, 0.323487, 0.649922, 2.92448, 0.343072, -3.4378, -0.277503, 0.491186, 0.0540049]","[-4.74043, -5.51615, 1.28381, 0.616849, 0.304063, 0.323487, 0.649922, 2.88114, 0.336702, -3.35249, -0.277503, 0.491186, 0.0540049]",38.76,0.05999999999999517
